,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
25481904,1361024,1435616,1357776,3562384,2717008,2496592,2685648,4126304,2824416,1135568
25484144,3952368,3922016,3554320,2788576,1740704,1518160,3563392,3700032,4053056,1878912
25485600,2070656,3464608,2067520,4114656,1990240,2261952,3193120,3556448,1371552,2278864
25489296,3083472,3107664,3492160,2081408,2209536,2603104,2092720,2307648,1661520,2873360
25499264,1765456,1435616,3922352,2362080,2154320,2243360,1597008,2821280,1972544,2229360
25502512,2450448,1700160,1750448,1648192,1434608,2353232,2910544,1947456,1686944,1927520
25507776,2109744,1622208,1401568,1551200,2360064,3127824,2691696,2285808,4030320,2551920
25512816,4073888,2876272,1745856,1428224,3924368,3379152,1990240,3375008,2076368,2026640
25515392,1545936,1143968,1419264,2830016,2155328,1397200,1529136,1598576,2243360,2209536
25517184,2285808,1599136,2299920,1958656,1687616,1450064,2289952,3424064,1235808,1992928
25518080,2304400,2434544,2958592,3922016,1538432,1514912,2109744,2372384,2549232,2043664
25526368,2155104,2136176,2532208,1361024,2285248,1599248,1902880,1869728,2366896,2958144
25532640,2123072,1921248,1767024,2528400,1673728,2155328,2419648,2373504,4040400,2492000
25534544,3924368,1409744,1902096,3417568,1933120,4008592,1674064,2942240,1394960,1927632
25536336,2821280,2896544,2122848,1684480,3194240,1972544,2049936,1947568,1676304,3561712
25538800,1649872,2110528,2376864,1424080,2074352,2027536,1559376,2754976,3083472,2578016
25540704,2492000,3064208,2192960,3151008,1964032,2724736,1490048,1927184,3699584,3430448
25544848,1979040,3851120,2910096,1527008,2846592,2889376,2551920,2446192,2169440,2305408
25545856,3310944,3154480,2067072,1626240,1548288,1450400,4067728,2770544,2795744,2086336
25550560,1927408,2511712,2464672,1752128,2564576,1921248,1125936,2755312,4028640,3064208
25555600,1363040,1664656,1924944,1648976,2725296,1371552,1423072,3718064,1566096,2337104
25563552,3193120,1375248,2366784,2432864,3300304,2169440,2846592,2570512,1487920,2257920
25564112,2818704,1887424,1351056,3918432,3788624,1579872,1725696,1415344,3156160,3559584
25580576,1700048,1431920,2456272,1921024,3554544,2300144,3099040,1408512,3954384,2066176
25585168,1686944,1593424,1966160,1676304,1732080,2920736,1445136,1674064,1685600,2396576
25585616,2083536,1366064,2339792,1600368,2708160,2939776,3099488,2618336,1687504,1442000
25586624,1579648,2716336,1873424,1383088,3775520,1627808,1925056,3092096,2301488,2955680
25586848,1132096,1385776,2119600,1973552,2252768,2318176,1394960,2426032,3948448,2642192
25594912,2181760,1122464,2756208,1688176,1933120,1877792,1571360,2240336,1700384,2167200
25602528,1384992,1143296,1598352,2938096,1519504,2542512,1531264,3741360,1624896,2413264
25603424,1801408,2242240,2251984,1948800,2106384,2209536,2080288,4049360,1731408,1675072
25605664,1564976,1352064,1352400,1596448,1701392,3979584,3924368,3097920,1755936,2019248
25605888,2081408,2873360,2432864,1590960,1900528,1434608,2269904,1125600,1755488,2916032
25606112,3931984,1596896,1482656,1591968,2535344,2511488,4012176,1666784,1971200,2707040
25607680,2821280,4028640,2511488,1387904,1120448,3064208,2420544,1519616,2271136,2320304
25608688,2074352,1376480,2276848,3967264,1858752,1419712,2087568,2098096,2305072,1366064
25612160,1548624,2717008,1435616,1748768,1143968,2561440,1378496,1690752,2121392,1760976
25615520,2045232,3429888,1576400,2430400,1728944,2072784,3714032,1404816,2410800,1815184
25617760,1629712,1520848,2578016,3171168,3108000,2463216,2405872,3968832,2431744,1794576
25619664,2708160,2234736,3092096,1684928,3141712,1610000,1129296,2265984,3831296,1996624
25620000,1622208,1421392,1685488,1775312,4060000,2014880,2141216,3415104,1916208,1863680
25624592,2142784,1568112,1859760,3783808,1361472,2296000,1860880,2910096,3083472,4167744
25630864,4028640,2261168,2307536,2288272,2815792,1385440,2787456,1361136,2316720,1609216
25644192,2506112,1449168,2419648,3181920,3194016,2004800,2567936,3371872,1563968,3749424
25650352,1965712,1425536,1921024,2209872,3293696,2325792,1852368,2429952,1627584,1415792
25652144,2481024,3698800,2316720,3191888,1379280,1628256,1416912,3178896,2419648,2450448
25653152,1908816,2076480,2890048,2353904,1734096,1683808,1734544,1492288,1574496,1142736
25654832,1725696,2889936,3948896,3469760,2418528,2233056,3781232,2542624,1418928,1120336
25654944,3375008,1122464,2188592,3554320,1368864,4167744,2699200,1410976,1863568,1413776
25655952,2468816,2889936,2227568,1685040,3129728,1930320,1120336,2474304,1361024,2495136
25658416,1377824,2511376,1490048,2079728,1373008,1993824,2306304,1648192,2061696,2181760
25661104,3487792,3456880,1372672,4201232,1726704,1622208,3604160,2708160,2285808,3604832
25675440,1447712,2019808,3371872,1650992,1482656,2232944,2118592,2445296,2122960,2240448
25676000,1492288,1431248,1130192,2165968,2812320,1652896,2035488,2366784,1671376,2232160
25677680,2851184,2257472,1547840,2368912,2532768,2795744,1639680,2139648,1571360,2341024
25680816,1538208,1865360,1580992,1687952,2532208,2030000,2460640,1622096,2876272,2136176
25681712,1727712,1415344,2577792,2070544,2451568,1374464,1849904,2153648,3775520,1724800
25682944,2122736,2450560,2467136,1576400,1993936,1639680,1387904,2685088,2106272,2291856
25687088,3924368,4114656,2392208,2698416,2258144,2108736,1504496,1627584,3644368,2282896
25688656,1551200,2110528,2464224,1744288,3424064,1724352,2285808,3644256,1866368,1966608
25689888,3554208,1762880,3095792,2950752,2681168,1617168,3979024,1682240,2261168,1522976
25692464,2528400,2410800,2492000,2123072,1973664,2144352,1493520,3561600,1589504,2373504
25694368,1671936,1424416,2335200,1434496,1686048,2715776,1969184,1625008,2377088,1535408
25699184,1776880,3555888,1135680,1885184,2928912,2413264,2548112,2464224,2824864,2383360
25704448,2000208,1773296,1741936,2919840,1384880,1445024,2042096,2394448,2338896,2691920
25704672,2426816,1605856,1419488,1523872,1676528,1567104,2887472,1599136,3311392,3082912
25706352,2544192,1616720,1729056,1549968,2344832,2534448,1438080,2928688,3490592,2377312
25707136,2715776,2810304,2502864,2290848,1908256,3375120,1690192,2825536,2243360,1775872
25715200,2242240,2288720,2516752,2424912,1698368,3098704,2209536,2926896,1916432,3356864
25717104,2888368,1822688,1645728,1686496,2004352,1635648,2167088,1429792,3700144,2520896
25719008,2058336,1866816,1357664,3371872,2303392,4012176,2376864,1137248,1424080,3862544
25720800,2818256,2570736,1666224,2788576,2092272,1902208,1916768,3831296,1885408,1589728
25732784,2083536,1684928,2290400,2939776,1126720,1385776,1439760,1527120,3150224,2086336
25734912,1600368,1872976,2873472,2118144,1762880,3171168,1728720,2339792,1744288,3713696
25737264,2402848,1771616,1353184,1566320,2945712,1709008,2337664,1939952,3469984,3924368
25741520,2154656,1698032,4126304,2816688,1902208,1721216,2052288,2717008,3171280,1850128
25744880,1617168,2453136,2192064,1767584,2421216,2140880,3469760,2140432,1600256,4011056
25745552,2900576,3713584,3492160,1697808,1740144,2352560,1838816,1908928,1426544,4008592
25746784,2839648,3788624,2085776,2020816,3375008,2818704,2464224,1901536,2913904,2155440
25761344,2303392,2368016,2445072,1927520,1690864,2046128,2508128,1611008,1709680,3698800
25768624,1450400,1975904,1836016,2085328,2050272,2713200,1690864,1508752,3697680,3300304
25773552,3304112,1412320,1427888,1413552,3576832,2377984,2450784,3784928,1430016,2920736
25774224,2601872,2534448,1360800,1926512,3952368,1364496,1128064,2515520,3741808,2479904
25779824,2840880,2140096,2936080,1698256,2713200,1554896,2448432,2307536,2275504,2265984
25785312,2020368,2216144,3068352,3456880,1727936,3345888,2084992,1694000,2057216,2332848
25788784,2889376,1771616,1697808,3554320,2003904,2287152,2720256,3563392,3816960,1740704
25789456,1673616,2112880,1419264,1553328,1921248,3309824,1509424,1998416,2373056,2250080
25799984,2136176,1401568,2800336,2769536,1492288,1728720,2165968,3979696,1684256,1781472
25801216,3965024,1123696,1968512,2039520,4164832,2602208,2438912,2916032,2055984,3066000
25815440,2158688,2113216,1682240,3320688,4028976,2681168,1425312,2852864,1617280,3486336
25821824,2800224,1579648,2234736,3920000,2708160,1129296,2055312,1767248,1649648,1554000
25822048,1442000,1376480,1968400,1740592,3408608,3141712,1445360,2222864,1763328,3099488
25824400,2208640,1413664,1703520,2308768,1545376,2945264,3184496,2408000,2473408,2699200
25825408,2814336,3464608,2888592,2637712,1777776,3126032,1538320,2938768,3289776,3772384
25834032,2481024,2771888,1124816,2514848,2231488,1135456,1915760,3194016,1769824,1924944
25837952,2713200,2861040,2329376,2414832,2288272,2140096,2371376,2108064,2397696,2691696
25838400,2045568,2889712,1371328,1124480,1135792,1432704,2724064,1401568,3490704,1741936
25847360,2920624,2139760,2716336,3939600,1597232,1694896,1767808,2706480,1579648,1628144
25852848,2716560,2041648,1649984,2051616,3310160,2256240,3718064,2029888,2394560,1429120
25853968,1935808,1804544,1579648,1965712,2815680,2438912,1922144,1622096,1717968,3718736
25857888,1625344,1862672,2080400,1926512,2479904,1964032,1360800,1708336,2164624,2718016
25862144,1124256,2200240,1731408,1700160,2326352,2754976,2489312,2445072,2443504,1686944
25863152,1125376,1727712,1617280,2397136,1612016,1740592,2706368,3095792,1553888,2398816
25864272,4160800,2708160,2848384,3375232,2947616,1673056,2291184,3352160,2170112,3716608
25866624,1649872,1822688,2110528,1431920,2336432,1991136,1684592,3417568,1685824,1373568
25872112,2334192,1676304,1927632,2181760,1648192,1686944,2074016,1120560,2920736,1828176
25873680,1686160,1683024,2136176,2638160,1385776,2426032,3346000,2818704,1877456,3967264
25876480,1487920,1869504,1809920,1588720,1900528,1381968,2680720,2306640,2873360,2578352
25877376,1573936,2910656,2460192,2122960,2286144,1126720,3331664,1900080,2755424,3604272
25878832,3310496,1862448,1839040,2821392,1781248,3524304,2401952,2818256,1636880,2816688
25879392,2043664,2289840,4164832,1681344,2851520,2122736,1412320,2545088,1768592,1399552
25880400,1415232,3068240,2109744,3071488,2767632,1599248,2532208,2419312,2959040,2840992
25883872,2438912,1579648,1351168,1740592,2708160,1804544,1763328,1744624,1622096,2118032
25887568,1425088,2026864,3924368,1450960,1867152,2317952,2706144,2181536,1597792,2256016
25899440,1376592,2413264,1384992,3306912,1429792,3700144,2520896,2807728,2957248,1838592
25900560,1430016,1998416,2274384,1609216,2564912,3784928,3713360,3358544,1427888,2435328
25903248,1449168,2305408,1770608,2421440,2812320,2380448,2027536,3830064,1800848,2816800
25917472,1429120,3356864,1845648,1977248,1636320,1865360,1864576,1432592,2139648,2118704
25919152,1658496,2360736,1388352,2041872,1134336,1682128,1865360,2515072,1698368,1420944
25920608,1364496,2566592,2820160,3345552,2601872,2928912,3952368,3175088,2914128,2724288
25920720,1763664,2200128,2316720,1964368,3375232,3950688,1580768,1777104,2432080,2429840
25925200,1426544,2508800,1363040,1778000,1853376,2334192,2837856,2339008,2602880,2792944
25925648,2380448,1697808,3951136,1424080,2407552,1865584,1490160,2418416,2421440,4048688
25926096,2418528,2377424,1396192,3469760,1687392,2889936,2940560,1694112,2209872,2110192
25927328,1598352,1572144,1121008,2937424,1717968,2153648,2117472,4040064,2818256,2706480
25928672,1405936,2046016,3137568,1828288,2027872,1674064,2334192,1900528,2269904,1997632
25931024,2517536,1488256,2159808,4056640,1524656,2110304,1695232,2110976,1531376,2424912
25939088,1804544,3555552,1140272,3604832,2810304,2273376,1413776,2398816,2251536,1520288
25944352,1627584,3097920,2209872,2928016,1419824,2268560,1415792,2362080,2274048,1548624
25948496,2106272,4028976,3483312,2255232,1580992,2108736,2842560,2876272,3925376,2384032
25949168,1429568,2861040,2876384,1745968,2964640,1604176,1361136,1580544,3068352,3154704
25954544,2073008,1683808,3285408,1727712,1687952,2818256,2927792,2154880,2352560,1839040
25956224,1354528,2372048,1425312,2181536,2687104,3438400,2425024,2431632,1410752,1379280
25960816,2321648,1827840,2281440,2167200,1371216,2106384,2371376,2546432,1388576,1395520
25961600,1405040,2852192,2308432,1564976,1652448,1682240,1385440,2329712,2558192,3700704
25965520,2716336,1950256,1534624,1666896,2401504,1773296,3193792,3419136,1578864,2108288
25968656,3952368,3922016,2541952,2182544,1692880,1368864,1491056,2308768,1683248,3310608
25974816,1617392,3974096,1785504,1610896,1366064,1629712,1399216,1376480,3193904,2140880
25975264,1916320,2943472,1351952,1121344,2308432,3487344,1606976,1629712,1693104,2241904
25984112,2155104,2759680,2333744,2845248,2495136,2073568,2252656,1132096,1693664,1733312
25986352,3742256,1688064,1599248,2943584,1728720,2368240,2092944,1386672,2844912,1777776
25987360,1683360,2464224,1724352,1958656,4044880,2076144,3366496,1869728,1744288,1886976
25987696,1900080,1600368,2441376,2963408,3353280,1912624,2224992,1626128,1872976,2360848
25988032,2192960,1531600,3918432,3554432,3743152,1352512,1666896,3952144,2637712,2017680
25991840,1765456,2821280,1610448,1121008,3064208,1677760,2910656,1506064,2372608,2076032
25995088,1771728,3127824,2040528,1531600,2049376,3164224,3309600,1766912,3064096,1386672
25999792,1413776,2152976,2446528,3889088,1490944,2043776,3864448,1906240,1396976,2943136
26002592,2085104,2638384,3376016,1518160,2029888,1691200,2040080,1648192,1688176,3146976
26005168,1506064,1596896,2366784,1900528,1658272,2081408,3129952,1672608,2370592,2845136
26005280,2885792,2451568,1991136,1906016,1947456,2954784,2706368,2546432,2755872,1592416
26008304,1638896,1124144,3430448,2176832,1745968,2209872,2703792,3469760,3068352,2216144
26012896,2910768,3523072,2005584,3131184,2307312,1487920,3576720,1454208,1590960,1386224
26013344,3469760,1926288,3068352,3559024,2082416,2724736,4028640,2118368,1574496,4086992
26013680,1574272,3922016,3292464,3928624,2888928,3287648,2118368,3150672,2506448,1878912
26016592,1396976,1369648,2087568,2051056,1955184,2940112,2142560,1431248,1927408,2209760
26019056,2860144,3310160,2555280,2139648,1686944,1977248,1429120,2289952,1636320,2333856
26019616,2927792,3555664,2894192,3922016,2308768,1727712,1887424,1969184,2963744,2855776
26023648,2058112,1907920,1993712,3130064,1781248,1970192,1413552,2232496,2821392,1885968
26024656,2846480,1775200,1672384,2521680,1124256,1686944,1518832,2140320,2424912,2789136
26026112,2564912,3080224,3411184,1948128,1922592,1681680,1681456,1672608,2354128,2881536
26028128,3373664,3554320,1531376,1731968,2388512,3130736,2040080,2841328,3131632,1927296
26029024,3967264,2431408,1139936,4201232,2333408,4067728,1373008,3359776,2242464,1927296
26032496,3556448,1512448,3171280,3172736,1728720,2151968,2827552,4028640,2491216,2800336
26032944,1622208,3917088,2706816,1424416,2841664,3971296,3604608,2261952,3164224,3456880
26034960,1685488,3939040,1992928,2109744,2006704,4044880,2601872,2437568,4125520,1400336
26035408,1373680,1368864,2845136,1683248,1880256,2685088,1767024,2846480,2909536,2182544
26040672,1352064,2216144,3129952,2165856,1724800,2469376,1373568,2821616,1918000,1622320
26041120,1352064,1395520,1681792,2377424,1573264,2004240,2019248,1751344,1726480,1617056
26041904,2219168,4008928,3495184,2207184,1453424,1681344,2140432,1476496,2910880,1139936
26050640,1125376,2397136,1363264,1376704,1809584,1789088,1622096,1740592,1698256,1932112
26052992,1400224,3155712,2430512,1553664,2139760,3298288,2329152,2481024,2756208,2394112
26061616,2181760,2285808,2109072,1576512,1429120,2299920,4007584,2219168,2410576,3939040
26064640,2318176,3409616,1140384,4088560,2825088,1917104,3953824,1524432,2494464,2282560
26076848,3555552,3744832,2885792,1592416,2959040,2699200,2421440,2468592,2168992,1609888
26077520,4125632,1398880,3727136,2886352,2440816,2691696,3561264,2688560,2140096,1803424
26080768,2226784,1825040,2142784,2414160,2079616,2963408,2152976,1618288,2542736,1425536
26085024,1645840,1561616,2080064,2276736,1648192,1907584,2021040,2043664,2937648,1947456
26086928,2547776,2098096,2444288,3783808,4126640,3374336,2305072,2137744,1860880,1398656
26095888,2221520,1607312,4011056,1971648,1684032,3068352,3604272,2440816,1125600,1394064
26096224,1677984,1362032,2540944,1646624,2819152,1142736,2528400,1452752,1429568,2760688
26128256,1763664,3108000,2917600,1361248,1600256,3155488,1616496,2429392,3555440,1416576
26134192,3456880,1402240,2140432,2910880,3495184,3064096,2285808,1551200,1557584,2207184
26137888,2541952,1682240,2481024,2256576,2845136,1688176,1621424,2929696,2964416,1777104
26140128,1413664,3127824,3164224,1683808,1703520,1551200,2522800,3968832,1624112,3155488
26141808,2431744,2438912,3128608,3722992,2219168,1531376,2407552,2300032,1664432,1946336
26149536,3352384,1992032,1603504,1571024,2760688,3775744,3310944,1682128,2548672,2028992
26150096,2713200,3414096,1827840,3408608,2087904,3559808,2336656,2761136,1908032,2164736
26152560,3830848,1574496,1682016,1640352,2713200,3320688,1142736,2076480,1144640,2684864
26158720,2317952,1908032,2499504,1958544,1740592,2095296,2079840,2441936,1132096,3409616
26162528,2306640,1436288,3563392,1661520,2548112,1649872,2517536,2438016,2286816,2855776
26165104,4029200,2792944,1448608,2122176,2404752,2122848,2320304,2061248,2951088,1825040
26167456,1563968,1596896,1143968,1378496,3727248,1777776,2158128,2506112,3722208,2239664
26182016,2098096,4126640,1482656,1416464,1932448,3456880,2912896,1398656,2305072,3971296
26182912,1681792,2229696,3155488,3375232,2170112,2715440,2558304,1531264,2724064,1135792
26184928,2520336,1672608,2241680,1566544,1992704,1865360,2174816,2094848,2058448,2004352
26193440,2316720,2481024,1757728,2140096,1939056,1648640,2307536,3655792,4125632,1126720
26199040,2187136,2166080,2896544,3154480,2639952,2210096,2284912,2209424,2255904,1740704
26203632,1509424,2373056,2046128,1935808,1125600,1611008,1607312,1471008,2159136,2139648
26210240,1131760,3487792,2699200,4043536,2077376,1601712,1770048,3913168,2888816,1485568
26210576,3332448,2336656,2548112,3554096,1366064,2532208,2187136,2953216,2098096,1450176
26213712,2703792,3068352,2209872,1731408,2399712,2889936,1640352,3148992,2325792,2761136
26215504,2119600,1694112,1865696,1417696,2405872,2308768,2418528,1916320,1613584,3156160
26217968,2446640,2511488,2041648,1369648,2723056,2108176,1143744,2320304,2207184,2122848
26222560,1869840,1542912,2334640,2845248,1877792,2083536,1696016,2140208,3714032,1887200
26222896,1428896,1590960,1983408,1667120,3603824,1686944,1729056,2951088,1487920,2081408
26224240,1687952,2240336,1923824,2460640,1519728,2076480,1538208,1865360,2485056,1887200
26224912,3555552,1424416,4036592,2946608,2314144,3155488,1419824,3744832,1608096,3310272
26227376,1866368,1676416,1757728,2705584,2556512,2861040,2799328,1908032,1827840,2151968
26228944,4201232,3487792,1125600,2944592,2801232,1962800,2056768,4011056,2305744,3931984
26230736,2265984,1129296,3071488,2821504,1656032,1376592,3727024,2715328,2155440,2115680
26237568,2516752,2081408,2576560,3411184,2107280,1621424,2005584,2801008,1366960,2100336
26238800,2214800,2514848,1128960,2005136,3310496,1662192,1655136,1405040,2387728,2290848
26239920,1142176,2095520,2548672,1131536,2005136,1686048,1429568,1604176,1425088,3775744
26260304,1686944,1648192,1687616,3311392,1571360,2181760,2444064,2289952,1685600,1402352
26261312,2034368,3603712,1142736,1677984,2192064,1385776,2845920,2285808,2754640,2167200
26264560,2795744,2845248,2919952,2061696,1379056,1571360,2414048,3310608,1608544,2329712
26265232,2437568,2638832,1355088,2579584,1373680,1880256,1821680,1734544,1741936,4007584
26271280,2837856,2404752,2515632,2572752,2506112,1866816,1825040,2396464,1775648,3191552
26271728,3485888,2279424,1511216,1852816,2821504,1971200,2224432,1768368,2158912,3889088
26277664,1626240,3095008,2444064,1687616,2959264,1450400,3727136,2956912,2262400,4006352
26295472,1537760,1597008,1627584,3967264,1385776,2028320,2532208,2414720,1705312,2845808
26296816,1650992,2229696,2815232,3655792,1131648,2240448,1447712,1647968,2232944,3309600
26303200,2359952,2319408,1690864,2420768,2330272,2182432,3914064,3655680,2290288,1545600
26319104,1388352,1131872,2080288,2724624,1684032,1414000,1765456,2347744,2496256,1610448
26326496,4011056,2226784,2764048,1694112,2582272,1781136,2290288,1622208,1885968,1401344
26327504,2534448,4083184,1377824,4030320,1999312,1538432,3320688,1648192,3431344,2955904
26329184,2699200,3889312,2466912,1709008,2430288,2807840,2022496,1441104,2959040,2473408
26329296,3788624,2850848,2580368,2023840,2422672,1656032,2136176,1377376,3920000,1124480
26332544,2842560,2243360,1580992,2821392,2914912,1705424,2290848,1787520,4028976,2705808
26337808,2061472,1143296,2818256,1661408,1727712,3064208,1435616,1572144,1390256,2119488
26341504,1802640,2447760,2017344,2117472,1839488,1566208,1880928,1415344,1354304,3920000
26345200,1435616,2335872,1646624,2403184,1373904,1429792,2246384,2186576,2399712,3366496
26350352,1566320,1416464,2314144,2404528,1804544,1482656,1939952,3367616,1827840,2946608
26353264,2715552,1450064,1379280,2915808,1368864,1886416,2861040,1571360,4083072,1548512
26354384,2367008,3772384,2724736,3478832,2440816,1625344,1731968,3930528,2107280,2846704
26355840,1449168,2514736,2815568,1886192,2045568,3068016,2110528,2144240,1649872,2425696
26360096,2415952,1564976,2372384,2852192,1570912,1702960,1788528,2493008,1701392,2154768
26362448,1859760,3310048,3917088,1780352,1687392,1624672,1758736,2070656,3783808,1987440
26367264,1645840,2556400,2233728,2283680,1379280,1799616,1578080,1927408,1673728,2894864
26373984,1569792,2546432,2493344,2705584,1755488,2394112,1497328,2430960,1126496,1476496
26375776,2582720,2844912,3901968,2060240,3285408,1647296,3419136,2045568,3367840,1125040
26381488,2336544,1573040,2290176,1431248,3105984,3430448,2019920,1702960,1504048,1652224
26386304,3411072,2028656,2537808,1718304,1972544,2049824,3831744,2108288,1732640,2155104
26390000,1419824,2540944,1362032,2362080,1435616,1748768,1429568,2232496,1526672,2233616
26408704,1571360,3146976,1814176,2845136,1599136,1538320,1731968,1379280,1688176,2788576
26413632,2528400,2000992,1550864,2373504,2303504,1429568,2043776,3366496,4012848,2492000
26415312,1766912,1374464,2155328,2456496,2325792,1125824,2303504,2954784,3162880,2564912
26418784,3095232,2691024,2004240,1904896,1368864,1124256,2888816,2140992,2377424,1399216
26420352,1989008,2378320,3353168,1682464,2285808,1567216,1503824,2276960,2479904,2079728
26422368,2800224,1822688,1767808,3084928,2070544,1690416,2151744,2041872,1554000,1387456
26422928,2086336,2323664,1534848,1799616,3151008,2954224,4187904,2027872,2421776,2283680
26425168,1762656,3952144,1531600,1886976,1939056,1425312,2045568,4114656,3554432,2407888
26428640,1682016,1772624,2831808,1685824,1865696,2039072,2110304,2761024,3832304,3918432
26429984,2566704,1124256,1939056,1611008,2307536,1429792,2260832,2821840,1650992,2365104
26435472,2284912,3743264,3357200,1450400,1416016,1648304,2106272,2637376,1740704,2019696
26437712,3376016,2532768,2459856,1732080,2283680,3364928,2873696,1927184,1569568,2052848
26439504,2055088,2638832,2109744,1934800,1381968,1783936,2430288,2709280,2468592,3298624
26442528,3068352,1358448,2166976,1517488,2073680,2943584,2376864,2095968,1368864,2182544
26442864,2333744,3644368,2941568,1992032,2074352,2841664,1649872,1885072,2258144,2904160
26449920,4028640,2481024,1685376,1702064,2231488,1547840,1126720,1939056,2932608,2888368
26450032,2271136,2189040,1666896,1534624,3292464,1135568,1864688,2847600,1610448,2724736
26453616,1497328,1527008,2705584,3917088,2840656,1758960,1378048,3155488,1905680,1531264
26455072,3092096,3655680,1561616,3678080,2022384,2459184,2376976,2493344,1381968,4150048
26456864,1419824,1647968,1435616,1536640,2169664,1547728,3155488,1921024,2150288,3469760
26471312,1646624,2716896,1922592,2491328,1609216,2118592,1390256,3126032,1609328,1535408
26472320,1386672,2144352,1537760,1728720,2954784,1142736,1144640,1398208,2082192,1787184
26476016,2232944,1520288,3409168,3953264,2094848,1617392,1524432,1416016,2938096,1567888
26484864,3285408,3367840,1122576,1566544,2860816,1143296,3131632,3419136,1351504,2451904
26488112,3610656,3920112,1684592,2109072,1986656,1991136,1661520,2842336,1685824,2069760
26510624,1690192,2339456,1857072,1490944,2240448,2603664,1447712,2373056,2060128,1686720
26511968,2885792,3555552,2119488,2424912,2515296,2571520,2466912,2469936,3744832,3518032
26514992,1360800,2956464,2256240,2153088,1444800,3310160,1637440,1126496,3154368,1566096
26515216,1648192,4125632,1700160,2182432,2755312,2022160,2373056,1593424,2533328,2914912
26517904,3352944,1648192,1645840,1685600,2283680,3376016,1638672,2377984,1902208,2901472
26523840,3376016,2873360,1544816,4028640,1444800,2788576,1509424,2453584,1666224,2570736
26530112,3092096,2411808,2167200,1755488,2850848,1955184,2550688,2377312,2618336,2285808
26532016,1435616,1419824,2229696,1647968,2111424,3945648,1914640,1540784,1758736,2186240
26533696,1995952,2233728,2251536,2080064,3831968,3487792,1235808,4201232,1128064,2457280
26536608,1140272,2412144,2061472,1390256,2492448,1694896,1374464,1685824,2544976,1873424
26542432,2413488,1429904,1992144,1600480,3111472,2085104,2224320,1772960,1385104,2167088
26549264,2809184,1580992,3125808,2876272,1987664,2029888,2824416,2818256,1901536,1376592
26551728,2414160,2166080,1366960,1453424,2209424,3516912,2073344,1618288,2050384,1549408
26551840,1621424,2181760,2418864,2788576,1732080,2873360,1124256,2289952,3301536,1648192
26552176,1902432,3104304,1518832,1725472,2398032,2081408,2688784,1532384,2532768,1775200
26552512,1734096,3171056,2888368,2821280,2050272,2240336,1676864,1887200,2413376,1923824
26552848,3193120,2582720,2060240,2017680,1531600,2532768,1135456,2377984,1655584,1924944
26555312,2873024,1984304,2446080,4193952,2380448,3485888,1490160,1418368,1878912,1756496
26558448,2019696,2188592,2284912,2468592,2446192,1605072,3067904,1527008,1511216,2169440
26559680,1629712,1618736,3095792,1634752,2823632,1514912,2766176,2137744,2542960,1788080
26560800,3194016,1648304,1684480,1773408,1606080,1449168,2847936,1352960,2110864,3558352
26562032,2061920,3555664,1661520,1436288,1685824,3352160,3353168,2109072,3920112,1740144
26564832,1605072,2320304,2061248,1562512,2367792,2511488,2951088,1916768,4029200,2351776
26566176,2291856,1773744,2716896,1690752,2090144,2224208,1143968,1397200,1607424,1373904
26566848,3285408,1417808,1633744,2394560,2154208,2290848,1122576,2373392,1566544,2139760
26571104,1531600,3464608,1997184,2846592,1880256,3193120,2943584,1373680,2814336,2123072
26571552,2929696,2859808,3975664,2243472,2428944,2186240,1547728,2637712,2944144,3901968
26574128,1923824,2555392,1423072,2139648,2511488,3065664,2320304,2366784,2951088,3678080
26574464,2097536,1627584,2249968,3775520,2579024,2716336,1577856,2432640,2076704,1537760
26576256,3741136,3931648,3558352,1694560,2300592,1720992,2450560,2200240,2954560,1966160
26582640,1436288,2306640,2074352,2912896,3352384,2061920,1971200,1829520,2916032,2543184
26587120,1976352,4043536,3487792,2556624,1485568,3490928,2057664,2705024,3604832,1931776
26587456,1553216,1124256,1576512,2200240,1900528,1600816,4201232,1766912,2955344,1674064
26589360,2873920,1930320,1684032,1777328,3783920,3783808,3931984,2080288,1700048,3408832
26590368,1902432,2041648,1538320,3455984,2863728,1781696,2906848,1839488,1374016,1658496
26595968,3098704,2932608,3743264,1599136,1429120,1420720,2165520,1611008,2140656,1788080
26612320,1740144,2517536,1423072,2841328,1390256,2249856,3107664,3492160,3194240,2691808
26628784,1622768,3068352,2397808,2817584,1745968,1489600,2617888,2291632,2255904,4028640
26635280,3968832,2182432,3070032,1693104,2873472,2789920,1673168,1361136,3831968,2373056
26636512,1428784,1687952,3713920,2818256,2258032,1655584,1905792,2367008,1567216,2927792
26636736,3067904,2522800,1675184,1687056,2073008,2455040,2448432,1444800,1365840,2479232
26638528,1471008,2119376,1610000,2708160,1623888,1763328,3182592,2451008,1369760,3949008
26643120,3066224,1688960,2433984,4061456,2158912,1519952,2580704,2816352,3083360,2209984
26653984,4201232,2027872,3604832,2080064,1828288,3603712,1520064,1622208,3137568,1502032
26655664,1415456,1682240,2467136,3744720,2900352,1618736,3517136,3068240,1621984,3917984
26660816,1126720,3413200,2362192,1765232,1361024,2155104,1765456,2932720,2236528,1610448
26664176,1873424,1415344,2810304,3775520,2041872,2544976,1849904,2451568,3098368,2398592
26670672,1971200,1850128,3975552,1574272,1770608,2894192,1984304,3485888,3948336,1745856
